"id_user1";"id_user2"
"7057";"22213"
"30946";"14678"
"11776";"32322"
"20883";"33441"
"5609";"16459"
"1933";"5489"
"19275";"23796"
"31768";"12698"
"26805";"13938"
"26542";"22339"
"989";"16461"
"12587";"28977"
"47";"21083"
"34664";"11018"
"32292";"3568"
"18103";"13092"
"27533";"21187"
"31933";"12310"
"17679";"32010"
"16604";"22912"
"8976";"23966"
"28181";"12230"
"19517";"23154"
"34650";"345"
"12973";"8142"
"5651";"28603"
"30385";"1576"
"28553";"24089"
"33976";"3283"
"11876";"21819"
"18240";"4406"
"23612";"30968"
"2104";"4554"
"8831";"24812"
"14373";"7812"
"6558";"1503"
"15700";"665"
"5678";"6179"
"13280";"31644"
"1348";"22070"
"24367";"18436"
"7392";"3947"
"338";"25321"
"9410";"883"
"21876";"33624"
"9311";"12829"
"23391";"12335"
"8484";"14351"
"22833";"34560"
"1543";"27216"
"34492";"25008"
"2349";"26825"
"32400";"32320"
"25147";"9672"
"12521";"19130"
"889";"4047"
"22361";"16140"
"34898";"2085"
"18989";"9871"
"2053";"24016"
"591";"3511"
"9416";"13828"
"16325";"8627"
"27419";"11086"
"2638";"30359"
"29934";"31898"
"459";"13253"
"4442";"21244"
"27072";"12698"
"16001";"18220"
"14022";"2579"
"20571";"13004"
"8900";"25535"
"33576";"10517"
"32411";"11343"
"932";"1123"
"13787";"6174"
"32886";"26453"
"15045";"25117"
"27731";"17294"
"603";"14681"
"33655";"6021"
"20061";"10947"
"33863";"9952"
"24231";"7130"
"10159";"19891"
"12815";"24812"
"27257";"5863"
"26824";"16198"
"27282";"28424"
"34536";"21910"
"14499";"20912"
"30525";"1399"
"3043";"4056"
"58";"2404"
"34987";"29928"
"24352";"13122"
"15070";"28803"
"33045";"11423"
"9541";"12681"
"26090";"23894"
"6770";"9434"
"17223";"10343"
"32304";"25791"
"32895";"23842"
"48";"34036"
"23758";"1383"
"29557";"19461"
"34005";"32727"
"17049";"14758"
"25957";"16295"
"4832";"21736"
"32389";"8803"
"17674";"15222"
"16638";"12118"
"34855";"23167"
"32971";"18916"
"19894";"1261"
"9451";"4954"
"14818";"22075"
"8425";"28167"
"19907";"5119"
"27257";"26673"
"1761";"24763"
"2620";"7562"
"19712";"2574"
"18454";"15465"
"18725";"19561"
"31196";"23231"
"21808";"18923"
"21915";"1850"
"8459";"24832"
"13566";"11456"
"3048";"18968"
"22592";"21220"
"16427";"6282"
"25831";"31799"
"27788";"6446"
"16959";"20315"
"28861";"29352"
"5693";"10765"
"4165";"21236"
"22593";"26333"
"7707";"23864"
"16918";"28133"
"30615";"31824"
"22910";"18668"
"26050";"30272"
"13577";"27159"
"5203";"23150"
"27887";"6592"
"30510";"28951"
"6670";"22824"
"26286";"12642"
"21241";"16541"
"13352";"28256"
"5582";"26378"
"6462";"9799"
"6471";"21810"
"26340";"24359"
"6947";"18696"
"20190";"19407"
"12309";"28205"
"4918";"10977"
"19797";"30532"
"25828";"17365"
"15837";"14984"
"5389";"28015"
"26060";"22817"
"4513";"20014"
"13223";"27086"
"11168";"33167"
"10148";"780"
"5453";"10777"
"29104";"31817"
"27313";"16510"
"29713";"33712"
"11287";"32051"
"16960";"25626"
"26592";"32462"
"33058";"3126"
"15981";"27934"
"439";"1131"
"14537";"28214"
"19691";"25382"
"13984";"19228"
"32951";"4232"
"14382";"4900"
"16857";"11534"
"13467";"32149"
"11692";"15197"
"30670";"19629"
"11890";"31375"
"22716";"15413"
"23073";"15835"
"25583";"6282"
"16685";"4037"
"32822";"29628"
"22430";"30853"
"23309";"12175"
"25992";"16837"
"28336";"3572"
"12223";"25097"
"10275";"13488"
"232";"8363"
"31073";"6538"
"26265";"23840"
"21254";"25055"
"3900";"34103"
"2906";"11993"
"6279";"8570"
"6381";"15535"
"4378";"28969"
"8743";"24541"
"22220";"17464"
"20021";"236"
"14423";"15596"
"1767";"29419"
"14694";"28712"
"29315";"25385"
"20503";"1983"
"2668";"1893"
"7098";"4501"
"19702";"20127"
"12600";"22100"
"8677";"6231"
"30719";"13545"
"297";"30294"
"5525";"9714"
"8272";"11868"
"27831";"21357"
"17480";"6989"
"4572";"1911"
"17372";"8672"
"19787";"15351"
"4414";"15920"
"33901";"4751"
"17241";"31849"
"9923";"9639"
"12039";"15803"
"32247";"15115"
"33809";"18286"
"824";"15219"
"23886";"12121"
"23699";"26454"
"23014";"31273"
"8027";"5391"
"26980";"29037"
"27108";"20387"
"4828";"21418"
"1368";"29580"
"34816";"4142"
"25552";"34704"
"32200";"31870"
"21022";"16710"
"3825";"4117"
"13063";"8045"
"27404";"24054"
"12236";"6458"
"12818";"23608"
"13434";"27627"
"3961";"23691"
"25040";"29546"
"3996";"23692"
"13113";"1878"
"14677";"11853"
"15812";"1762"
"20918";"12762"
"23149";"29190"
"8488";"17585"
"25319";"21133"
"13471";"31825"
"12184";"8827"
"9157";"17295"
"9969";"17936"
"10816";"24811"
"28489";"10124"
"28733";"32414"
"32890";"13444"
"2355";"4171"
"29542";"1724"
"27378";"7534"
"10001";"4684"
"11867";"9079"
"28194";"13073"
"15925";"12919"
"33321";"23387"
"10128";"28454"
"8895";"9402"
"23936";"24628"
"28918";"28832"
"33196";"16034"
"20565";"23630"
"21489";"3906"
"14197";"13178"
"18639";"732"
"2669";"12101"
"29306";"24450"
"32874";"19313"
"21389";"22127"
"31558";"11604"
"19068";"31627"
"19339";"9769"
"24235";"25507"
"18444";"33755"
"16988";"30638"
"23026";"32507"
"22104";"3587"
"25087";"34943"
"10802";"30585"
"33941";"24380"
"4582";"27232"
"10245";"2946"
"10174";"12758"
"14615";"27065"
"26507";"16758"
"12265";"5964"
"26266";"22452"
"5234";"8109"
"19010";"1914"
"611";"17050"
"32191";"32200"
"10762";"30912"
"20750";"1272"
"15778";"26954"
"10086";"17799"
"14902";"6515"
"7909";"20730"
"16812";"13587"
"30759";"7054"
"8375";"13621"
"15760";"5603"
"2898";"33538"
"9089";"17230"
"25648";"1518"
"13875";"10989"
"21147";"31987"
"15010";"15369"
"32283";"26404"
"14643";"11933"
"13808";"22836"
"24791";"19988"
"23164";"16413"
"9021";"14313"
"27890";"30183"
"27633";"11067"
"20236";"10271"
"1170";"16490"
"3368";"19497"
"11569";"25402"
"15865";"29840"
"16586";"12611"
"19581";"10961"
"3008";"14703"
"27104";"11941"
"711";"12996"
"1510";"27275"
"17461";"2981"
"5978";"25800"
"31265";"15868"
"25824";"32138"
"10921";"29584"
"16808";"29406"
"6342";"1992"
"205";"13429"
"20540";"14374"
"30219";"30814"
"20223";"6307"
"15768";"32598"
"3385";"2899"
"26334";"5957"
"24899";"12432"
"9814";"18449"
"29549";"2673"
"2515";"7816"
"8671";"23847"
"15342";"19833"
"826";"28618"
"20390";"33824"
"10249";"8017"
"27844";"29048"
"31587";"2054"
"23417";"7229"
"26203";"17187"
"9462";"34638"
"21015";"24333"
"33178";"806"
"13169";"26314"
"5531";"13835"
"28873";"22657"
"25306";"663"
"13899";"13065"
"3319";"31682"
"32967";"31985"
"30498";"7998"
"641";"17294"
"465";"5570"
"31155";"6597"
"3781";"5395"
"23366";"30658"
"10295";"8158"
"12483";"8779"
"5135";"26032"
"15938";"9035"
"31266";"9288"
"13936";"12526"
"19511";"18185"
"4606";"458"
"10352";"10783"
"13568";"15272"
"7919";"8533"
"6945";"7400"
"13592";"34723"
"34451";"34019"
"28204";"9690"
"30257";"23265"
"16215";"12622"
"12452";"11362"
"15487";"17440"
"5793";"9081"
"6808";"17904"
"21286";"31389"
"9566";"26364"
"7681";"29754"
"2210";"21929"
"4986";"25557"
"10814";"30231"
"31638";"19292"
"10647";"9589"
"26576";"808"
"20187";"745"
"12593";"517"
"239";"20849"
"28963";"34890"
"681";"27048"
"19288";"10720"
"3834";"34286"
"28549";"19326"
"16668";"14752"
"8829";"24337"
"13035";"20835"
"24394";"7622"
"19701";"32240"
"33744";"7083"
"2012";"19270"
"28627";"10840"
"19816";"18265"
"32521";"33985"
"24275";"21175"
"3447";"10876"
"34525";"29263"
"30027";"7049"
"4004";"33776"
"23118";"18419"
"12450";"4955"
"4850";"11806"
"10660";"29852"
"34079";"32735"
"15247";"1176"
"34799";"30407"
"8153";"11194"
"11075";"6924"
"8720";"10486"
"28910";"22640"
"17974";"31812"
"13619";"33181"
"4350";"29315"
"30509";"32726"
"4921";"25693"
"1370";"13354"
"30620";"14027"
"28356";"30434"
"30630";"28835"
"1248";"17757"
"3584";"16305"
"34644";"27237"
"20157";"8288"
"5844";"32003"
"8933";"20035"
"23419";"34755"
"22933";"27070"
"20614";"14964"
"23548";"30147"
"6352";"23908"
"17600";"10412"
"34526";"30028"
"10382";"19901"
"22125";"32266"
"34229";"23948"
"28490";"19152"
"1859";"26750"
"15649";"3555"
"26233";"6423"
"30324";"426"
"710";"34070"
"8917";"31627"
"1808";"3337"
"19881";"24716"
"18574";"15020"
"24699";"8076"
"9337";"30115"
"15604";"22928"
"20658";"29693"
"6805";"26724"
"14976";"24403"
"11222";"19060"
"11413";"4462"
"20382";"13362"
"10829";"2912"
"27723";"32381"
"12887";"5141"
"8454";"16183"
"15783";"11197"
"18176";"9100"
"356";"2279"
"18657";"31362"
"29091";"18483"
"12809";"31915"
"15010";"1027"
"6114";"6072"
"5780";"21357"
"8515";"21037"
"17375";"584"
"24624";"33434"
"8834";"1369"
"17931";"3771"
"11131";"24915"
"20997";"12428"
"30711";"33371"
"3953";"8892"
"14494";"19363"
"22467";"8617"
"27469";"15314"
"9940";"18652"
"3006";"24556"
"28924";"33339"
"794";"20625"
"33047";"7643"
"21734";"28037"
"3164";"27759"
"13369";"1261"
"30932";"10131"
"8724";"3150"
"29277";"8559"
"5567";"8659"
"8743";"24742"
"1957";"479"
"25754";"3109"
"20401";"2830"
"18143";"16828"
"12864";"9831"
"21353";"32010"
"23543";"24713"
"13010";"7233"
"11549";"27546"
"8229";"30311"
"23727";"4615"
"1991";"18729"
"2941";"8072"
"21612";"26820"
"24233";"27724"
"9192";"13381"
"20392";"5532"
"29079";"25557"
"16802";"32766"
"17963";"12733"
"16604";"20044"
"908";"25824"
"13929";"15070"
"32310";"21598"
"34872";"33818"
"870";"5268"
"16968";"16857"
"1530";"24919"
"30919";"8581"
"34510";"8534"
"13956";"30591"
"14526";"11945"
"17228";"28733"
"20857";"24811"
"6084";"15694"
"21068";"21791"
"4160";"15657"
"20629";"21418"
"11937";"27165"
"14927";"6277"
"22410";"20129"
"27698";"4317"
"2712";"25925"
"11600";"15783"
"1131";"1293"
"33910";"21416"
"3506";"18690"
"5248";"16844"
"4688";"17413"
"2447";"10383"
"24997";"11423"
"1881";"6352"
"20252";"25436"
"15905";"31500"
"14176";"2827"
"25537";"16680"
"20418";"27805"
"22240";"4588"
"6874";"10137"
"1624";"13330"
"34801";"377"
"9261";"29758"
"29164";"34769"
"31185";"187"
"19847";"4705"
"27013";"15961"
"24277";"23896"
"25447";"24750"
"23504";"30233"
"22908";"4155"
"34850";"29654"
"17130";"2623"
"21604";"22307"
"23434";"19033"
"15448";"20188"
"22723";"9093"
"22219";"31400"
"14193";"15043"
"22461";"18406"
"4380";"24990"
"17647";"33226"
"31932";"5338"
"19435";"337"
"15175";"14659"
"20689";"6243"
"32078";"16790"
"29508";"9230"
"12472";"28259"
"20367";"15100"
"20107";"29457"
"31273";"32365"
"472";"4832"
"33808";"12553"
"32414";"11992"
"26995";"28529"
"8960";"1064"
"29323";"19393"
"24207";"17107"
"17215";"30443"
"21516";"169"
"13866";"8677"
"19760";"32439"
"28603";"22877"
"24679";"30455"
"23527";"4475"
"25557";"34477"
"23150";"7086"
"9441";"865"
"13246";"5820"
"14829";"1383"
"10684";"27769"
"5326";"11400"
"15964";"31794"
"34528";"17508"
"19660";"6963"
"8928";"26943"
"53";"5002"
"29199";"24645"
"15019";"33835"
"15235";"22050"
"21230";"26043"
"17908";"25034"
"13406";"16201"
"24001";"16173"
"6207";"13922"
"18330";"27774"
"13197";"24602"
"19032";"26402"
"26152";"10707"
"13768";"22900"
"21671";"1500"
"12342";"33879"
"3010";"2037"
"27643";"27854"
"34771";"25517"
"7098";"29122"
"16684";"34389"
"7480";"8374"
"29758";"17384"
"21373";"34521"
"8233";"3244"
"2338";"11911"
"16727";"16955"
"32293";"18684"
"5805";"34982"
"10197";"2916"
"24527";"19511"
"13289";"4637"
"23072";"5750"
"20472";"25387"
"31595";"16274"
"28317";"33715"
"17533";"15637"
"27100";"30991"
"31022";"27058"
"29292";"25444"
"7167";"1519"
"17829";"7705"
"20189";"5624"
"2966";"22066"
"34909";"19056"
"12832";"4476"
"10268";"23047"
"1806";"1900"
"31528";"9153"
"22388";"14887"
"17747";"17295"
"25865";"5299"
"31991";"15890"
"12228";"34071"
"26569";"33904"
"18365";"23934"
"5081";"29311"
"15224";"29925"
"32712";"28144"
"1457";"11041"
"27390";"17902"
"10844";"27980"
"33763";"22500"
"19269";"24230"
"11393";"10301"
"14236";"12095"
"8001";"33422"
"31730";"21883"
"16283";"31308"
"4233";"1863"
"8726";"32303"
"32852";"22494"
"14706";"21960"
"31031";"672"
"20407";"30066"
"14076";"11338"
"5191";"14866"
"33329";"68"
"1513";"11717"
"22302";"22962"
"25211";"17704"
"8667";"2488"
"8920";"27665"
"32496";"39"
"28109";"4401"
"25890";"16024"
"17960";"30378"
"32545";"33888"
"12763";"765"
"25888";"13039"
"9562";"3510"
"23859";"24281"
"14796";"17855"
"28411";"5540"
"28089";"11502"
"2163";"3463"
"851";"6513"
"33747";"18955"
"21834";"30209"
"14293";"31282"
"23190";"382"
"1058";"27957"
"30969";"13164"
"30086";"24433"
"26851";"21607"
"7245";"8027"
"16151";"12415"
"26086";"5489"
"34193";"13522"
"20285";"33067"
"19019";"30109"
"14739";"31674"
"16064";"8414"
"34676";"15437"
"30706";"16771"
"17225";"30750"
"2348";"27172"
"21949";"3590"
"18757";"19089"
"15811";"18556"
"11554";"24106"
"8278";"18714"
"27485";"3129"
"19190";"20067"
"1542";"32628"
"1995";"18426"
"7289";"15496"
"11801";"27968"
"14690";"22824"
"4411";"29218"
"5854";"388"
"21181";"2315"
"28453";"10120"
"25897";"15670"
"15075";"2786"
"30213";"15753"
"16898";"14443"
"25957";"365"
"8969";"13242"
"11850";"15712"
"31610";"4662"
"5688";"31317"
"32709";"28324"
"3430";"29078"
"22048";"18148"
"23075";"12964"
"31721";"29070"
"14373";"24849"
"32522";"20207"
"118";"30190"
"26133";"28905"
"34094";"29065"
"29905";"12202"
"23877";"25548"
"31814";"34429"
"33983";"1691"
"27717";"23172"
"12192";"17459"
"13396";"32196"
"33784";"7276"
"16849";"33852"
"34338";"4334"
"4072";"15003"
"1810";"2201"
"15872";"3168"
"29243";"32987"
"20756";"23952"
"30901";"32147"
"4450";"9850"
"13322";"29360"
"14440";"27262"
"775";"22113"
"7615";"10970"
"20461";"16924"
"5429";"16403"
"12237";"3590"
"19477";"14"
"28493";"24960"
"8184";"32162"
"11578";"16470"
"8199";"22170"
"4914";"5922"
"34755";"29614"
"4468";"20134"
"12459";"3179"
"27089";"18638"
"21819";"13137"
"30822";"6471"
"30599";"31628"
"29140";"29740"
"34950";"4520"
"1196";"3731"
"3085";"30491"
"30283";"18328"
"30609";"8939"
"18495";"29153"
"29898";"28027"
"34436";"3681"
"5441";"12539"
"2222";"891"
"2057";"29027"
"21535";"9887"
"28765";"27056"
"6323";"12443"
"14112";"5844"
"1456";"10106"
"25633";"7171"
"26427";"6596"
"3004";"27758"
"4218";"12336"
"9450";"24633"
"33309";"15636"
"10083";"14328"
"27607";"27163"
"19390";"1197"
"6798";"949"
"2311";"14577"
"12583";"3087"
"34568";"6315"
"31890";"20676"
"22297";"6919"
"32215";"24041"
"10292";"3332"
"28463";"21326"
"12270";"20782"
"7545";"18258"
"15914";"28067"
"9054";"9208"
"27947";"11674"
"28497";"10035"
"34328";"16057"
"29372";"15863"
"15176";"26852"
"19720";"32822"
"33606";"4906"
"23508";"33942"
"23597";"2295"
"1605";"12122"
"12604";"8761"
"21493";"23534"
"19159";"27047"
"23276";"16890"
"22492";"10657"
"5552";"25413"
"33908";"3685"
"17738";"28862"
"28851";"24983"
"26001";"21406"
"28626";"33336"
"13716";"18708"
"31394";"12634"
"21232";"12271"
"33788";"19171"
"5056";"34961"
"11258";"22472"
"9433";"1904"
"33342";"32608"
"14967";"4397"
"2704";"16139"
"10938";"1655"
"1590";"26621"
"11536";"18169"
"15942";"2273"
"13653";"18804"
"32710";"5033"
"7167";"30662"
"14089";"9196"
"268";"13927"
"18857";"20062"
"5840";"6436"
"7911";"6231"
"16795";"5860"
"21564";"762"
"1147";"23539"
"24069";"21949"
"15292";"20808"
"27532";"20789"
"22782";"13933"
"21852";"34712"
"8526";"12551"
"15930";"24509"
"16997";"21975"
"20758";"31172"
"2033";"6680"
"21643";"3188"
"19706";"20755"
"4452";"4585"
"6586";"10792"
"585";"31107"
"23567";"28108"
"13463";"25585"
"3185";"21655"
"13223";"25524"
"14566";"10696"
"6105";"30337"
"19226";"33259"
"20668";"16894"
"12247";"10212"
"34578";"26253"
"7914";"8228"
"2529";"34062"
"11049";"5973"
"5763";"32772"
"16284";"15237"
"17720";"3266"
"28808";"34106"
"20465";"10717"
"10050";"16079"
"34894";"30599"
"20617";"9105"
"28457";"17001"
"26480";"17997"
"29525";"12363"
"11253";"25913"
"11941";"364"
"10846";"31782"
"6864";"26692"
"9250";"7335"
"17209";"33218"
"19776";"5791"
"15712";"32575"
"29916";"12278"
"1083";"4630"
"17260";"6081"
"2925";"33981"
"3584";"8234"
"14636";"32792"
"23418";"22632"
"30357";"8121"
"11521";"16059"
"14094";"15104"
"31714";"25149"
"31970";"4415"
"7461";"27563"
"6826";"23493"
"21266";"23252"
"22802";"17194"
"27860";"8822"
"14281";"28829"
"32232";"16384"
"16656";"22762"
"24013";"10396"
"24906";"18520"
"18912";"2643"
"24011";"9114"
"6615";"20576"
"20181";"15478"
"6454";"11430"
"6944";"18803"
"8885";"14928"
"14826";"16669"
"26740";"30237"
"23673";"4289"
"25323";"31827"
"4158";"12468"
"27438";"5256"
"24654";"2423"
"1630";"162"
"15391";"20411"
"704";"5025"
"28445";"30489"
"21737";"18995"
"5480";"23750"
"34180";"3104"
"21815";"23983"
"28085";"15351"
"26411";"15007"
"13371";"21352"
"2102";"12018"
"28586";"2090"
"26132";"2516"
"26780";"31134"
"14463";"21497"
"20895";"22598"
"26636";"19785"
"13236";"30860"
"22691";"28954"
"11214";"7132"
"33314";"20775"
"680";"2730"
"28672";"24809"
"26657";"8648"
"27779";"17491"
"7299";"2210"
"19664";"8180"
"29971";"11090"
"6787";"19239"
"27445";"22944"
"6123";"26603"
"9753";"23369"
"7733";"28494"
"5917";"24289"
"29179";"32046"
"19985";"17357"
"26534";"15985"
"9485";"27665"
"27947";"26093"
"15031";"30280"
"4902";"3013"
"11923";"26628"
"30337";"3885"
"28711";"32450"
"17429";"10001"
"15770";"13261"
"8656";"21780"
"5830";"20918"
"15050";"25874"
"30713";"27279"
"9103";"22599"
"32712";"5832"
"23443";"8433"
"11316";"8977"
"12912";"19635"
"26717";"15777"
"24821";"10608"
"29615";"2800"
"26885";"17902"
"11417";"34905"
"4124";"18249"
"29217";"23595"
"33049";"26076"
"32994";"30804"
"18081";"21453"
"31387";"29304"
"28305";"27484"
"9519";"8486"
"7161";"29443"
"25241";"23302"
"21112";"30276"
"32912";"20249"
"23547";"6470"
"21008";"28211"
"29787";"23985"
"22201";"24314"
"3827";"3210"
"33734";"3030"
"18158";"20015"
"25790";"3781"
"31496";"15515"
"18647";"2259"
"26508";"5229"
"33181";"34607"
"11941";"7838"
"8013";"27213"
"2781";"17509"
"12699";"8537"
"5219";"6468"
"1634";"24982"
"16453";"5489"
"34295";"10656"
"16725";"32906"
"2400";"10573"
"31233";"17559"
"8951";"16420"
"3062";"26878"
"13235";"11952"
"16561";"12930"
"32004";"30182"
"6683";"30168"
"3976";"779"
"5118";"16510"
"7870";"1660"
"30763";"11392"
"29958";"5049"
"11737";"29346"
"10440";"24693"
"20888";"24157"
"12938";"5652"
"32592";"7081"
"29494";"4799"
"6543";"12141"
"7142";"20340"
"12296";"15919"
"24065";"4688"
"33287";"12566"
"6225";"9829"
"29608";"23531"
"34032";"19515"
"17186";"6033"
"20432";"26260"
"10632";"5509"
"9815";"7811"
"10220";"18007"
"34609";"11041"
"15901";"9187"
"23761";"24714"
"16885";"24585"
"2707";"19177"
"22427";"32720"
"8401";"1240"
"7190";"24023"
"31143";"123"
"33848";"24217"
"18073";"3220"
"23233";"7590"
"8520";"21521"
"21510";"852"
"13361";"11542"
"18062";"4769"
"28657";"23641"
"394";"23187"
"25602";"12342"
"12409";"4888"
"12236";"14211"
"12120";"16491"
"13265";"25942"
"25003";"32919"
"21185";"11389"
"19416";"11500"
"14793";"2592"
"217";"18410"
"15988";"21431"
"16471";"16984"
"11462";"22318"
"15716";"29811"
"15664";"25965"
"17819";"25476"
"25049";"29774"
"3332";"25898"
"28981";"23804"
"14024";"21653"
"3414";"1793"
"18090";"29754"
"5563";"21408"
"12835";"15236"
"13604";"3764"
"22513";"8573"
"11622";"679"
"25995";"10561"
"32231";"31001"
"8555";"21917"
"4677";"20873"
"7671";"5033"
"29036";"6731"
"2120";"13720"
"34879";"18969"
"31591";"12112"
"22618";"29780"
"5612";"28241"
"34168";"12125"
"26062";"32293"
"9949";"34719"
"25041";"22021"
"2804";"19431"
"826";"22440"
"29975";"16942"
"12268";"30621"
"13226";"158"
"12242";"6544"
"2750";"32269"
"15739";"2800"
"28539";"3004"
"19277";"34814"
"30360";"15374"
"11411";"7119"
"14923";"24917"
"8355";"2288"
"14317";"30743"
"27265";"14402"
"20419";"6664"
"25219";"2359"
"19809";"11712"
"977";"28919"
"5562";"2321"
"24114";"15479"
"27816";"28060"
"23123";"16552"
"23110";"33355"
"8898";"9592"
"22749";"12863"
"29115";"32371"
"4051";"31975"
"8167";"27401"
"29566";"19010"
"31149";"19768"
"9467";"24756"
"2489";"18998"
"34851";"22981"
"8924";"22754"
"26870";"641"
"32873";"14685"
"6500";"1617"
"23452";"28244"
"2782";"12449"
"19469";"5722"
"8886";"11719"
"24885";"17484"
"22384";"23796"
"17346";"10931"
"16876";"23361"
"8989";"30843"
"5097";"28318"
"22135";"8394"
"31036";"17727"
"6309";"1064"
"24305";"20024"
"26255";"19907"
"20747";"2855"
"16482";"7738"
"2084";"15064"
"27126";"10745"
"10844";"34143"
"33601";"1731"
"16865";"2777"
"8153";"9103"
"23130";"20946"
"21059";"2555"
"16755";"2188"
"23171";"29281"
"7088";"24857"
"31614";"1187"
"16716";"33407"
"17161";"21336"
"15788";"18676"
"8372";"11564"
"355";"29118"
"26845";"34010"
"18112";"24732"
"13987";"6414"
"21787";"13074"
"5691";"3707"
"1681";"2049"
"7162";"13146"
"2007";"15530"
"24141";"21761"
"28784";"17904"
"7433";"33082"
"27009";"30626"
"7488";"801"
"22517";"30845"
"19699";"27846"
"324";"27639"
"28654";"25735"
"9462";"12018"
"19453";"11416"
"8674";"18394"
"8175";"16380"
"5769";"33473"
"22363";"30069"
"14894";"29541"
"2679";"9901"
"26365";"22091"
"18600";"25827"
"16559";"13178"
"6679";"20882"
"6042";"12485"
"2149";"27318"
"34568";"18444"
"1886";"33064"
"12727";"30568"
"29382";"13449"
"22978";"18420"
"22561";"10928"
"20914";"27364"
"27389";"27047"
"21735";"17386"
"26333";"23477"
"31678";"9019"
"19064";"22811"
"19443";"21216"
"164";"13753"
"3354";"27685"
"5777";"27756"
"850";"2295"
"33474";"11786"
"22399";"2412"
"132";"28764"
"2383";"8748"
"34082";"4665"
"15103";"13173"
"1032";"32925"
