"id_user";"id_address"
"762";"8"
"763";"1"
"764";"15"
"765";"7"
"766";"7"
"767";"20"
"768";"10"
"769";"9"
"770";"8"
"771";"12"
"772";"2"
"773";"9"
"774";"0"
"775";"9"
"776";"13"
"777";"0"
"778";"13"
"779";"6"
"780";"8"
"781";"2"
"782";"0"
"783";"15"
"784";"20"
"785";"16"
"786";"8"
"787";"18"
"788";"20"
"789";"1"
"790";"5"
"791";"8"
"792";"17"
"793";"11"
"794";"10"
"795";"10"
"796";"1"
"797";"18"
"798";"5"
"799";"13"
"800";"5"
"801";"2"
"802";"7"
"803";"2"
"804";"10"
"805";"18"
"806";"18"
"807";"2"
"808";"16"
"809";"10"
"810";"14"
"811";"11"
"812";"3"
"813";"11"
"814";"20"
"815";"16"
"816";"0"
"817";"1"
"818";"11"
"819";"14"
"820";"0"
"821";"5"
"822";"13"
"823";"7"
"824";"11"
"825";"15"
"826";"16"
"827";"17"
"828";"3"
"829";"17"
"830";"9"
"831";"5"
"832";"16"
"833";"8"
"834";"7"
"835";"17"
"836";"2"
"837";"10"
"838";"14"
"839";"11"
"840";"5"
"841";"16"
"842";"12"
"843";"18"
"844";"19"
"845";"9"
"846";"11"
"847";"2"
"848";"4"
"849";"15"
"850";"3"
"851";"0"
"852";"16"
"853";"3"
"854";"9"
"855";"5"
"856";"6"
"857";"7"
"858";"7"
"859";"2"
"860";"13"
"861";"12"
"862";"8"
"863";"15"
"864";"2"
"865";"18"
"866";"14"
"867";"11"
"868";"18"
"869";"2"
"870";"0"
"871";"17"
"872";"8"
"873";"11"
"874";"12"
"875";"2"
"876";"16"
"877";"4"
"878";"12"
"879";"3"
"880";"13"
"881";"19"
"882";"6"
"883";"17"
"884";"12"
"885";"13"
"886";"16"
"887";"8"
"888";"19"
"889";"1"
"890";"13"
"891";"9"
"892";"20"
"893";"12"
"894";"0"
"895";"13"
"896";"20"
"897";"10"
"898";"4"
"899";"16"
"900";"12"
"901";"7"
"902";"0"
"903";"11"
"904";"8"
"905";"7"
"906";"5"
"907";"14"
"908";"2"
"909";"14"
"910";"4"
"911";"12"
"912";"0"
"913";"2"
"914";"15"
"915";"20"
"916";"4"
"917";"4"
"918";"4"
"919";"17"
"920";"0"
"921";"19"
"922";"5"
"923";"12"
"924";"4"
"925";"11"
"926";"9"
"927";"8"
"928";"7"
"929";"2"
"930";"2"
"931";"19"
"932";"0"
"933";"0"
"934";"6"
"935";"15"
"936";"1"
"937";"10"
"938";"19"
"939";"13"
"940";"7"
"941";"13"
"942";"9"
"943";"7"
"944";"19"
"945";"18"
"946";"6"
"947";"1"
"948";"13"
"949";"5"
"950";"4"
"951";"8"
"952";"18"
"953";"7"
"954";"13"
"955";"15"
"956";"2"
"957";"8"
"958";"3"
"959";"9"
"960";"9"
"961";"7"
"962";"20"
"963";"7"
"964";"10"
"965";"19"
"966";"9"
"967";"5"
"968";"2"
"969";"16"
"970";"8"
"971";"1"
"972";"8"
"973";"18"
"974";"4"
"975";"19"
"976";"4"
"977";"1"
"978";"11"
"979";"0"
"980";"19"
"981";"9"
"982";"4"
"983";"18"
"984";"8"
"985";"16"
"986";"8"
"987";"4"
"988";"5"
"989";"17"
"990";"14"
"991";"0"
"992";"9"
"993";"2"
"994";"17"
"995";"8"
"996";"6"
"997";"6"
"998";"0"
"999";"2"
"1000";"4"
"1001";"1"
"1002";"3"
"1003";"5"
"1004";"9"
"1005";"6"
"1006";"3"
"1007";"13"
"1008";"12"
"1009";"19"
"1010";"16"
"1011";"5"
"1012";"7"
"1013";"15"
"1014";"18"
"1015";"9"
"1016";"2"
"1017";"5"
"1018";"20"
"1019";"14"
"1020";"0"
"1021";"4"
"1022";"1"
"1023";"12"
"1024";"15"
"1025";"3"
"1026";"13"
"1027";"2"
"1028";"3"
"1029";"14"
"1030";"18"
"1031";"18"
"1032";"8"
"1033";"17"
"1034";"14"
"1035";"10"
"1036";"10"
"1037";"20"
"1038";"4"
"1039";"15"
"1040";"20"
"1041";"15"
"1042";"7"
"1043";"13"
"1044";"11"
"1045";"3"
"1046";"19"
"1047";"5"
"1048";"1"
"1049";"0"
"1050";"13"
"1051";"2"
"1052";"1"
"1053";"1"
"1054";"10"
"1055";"2"
"1056";"18"
"1057";"13"
"1058";"3"
"1059";"4"
"1060";"3"
"1061";"9"
"1062";"11"
"1063";"16"
"1064";"2"
"1065";"8"
"1066";"9"
"1067";"13"
"1068";"11"
"1069";"0"
"1070";"6"
"1071";"15"
"1072";"17"
"1073";"20"
"1074";"16"
"1075";"8"
"1076";"15"
"1077";"14"
"1078";"17"
"1079";"1"
"1080";"14"
"1081";"19"
"1082";"19"
"1083";"10"
"1084";"4"
"1085";"1"
"1086";"15"
"1087";"13"
"1088";"10"
"1089";"17"
"1090";"13"
"1091";"19"
"1092";"15"
"1093";"4"
"1094";"20"
"1095";"0"
"1096";"20"
"1097";"6"
"1098";"9"
"1099";"0"
"1100";"0"
"1101";"17"
"1102";"15"
"1103";"6"
"1104";"12"
"1105";"1"
"1106";"13"
"1107";"4"
"1108";"9"
"1109";"10"
"1110";"2"
"1111";"13"
"1112";"12"
"1113";"12"
"1114";"7"
"1115";"0"
"1116";"0"
"1117";"10"
"1118";"11"
"1119";"15"
"1120";"20"
"1121";"11"
"1122";"15"
"1123";"11"
"1124";"3"
"1125";"5"
"1126";"19"
"1127";"11"
"1128";"14"
"1129";"13"
"1130";"1"
"1131";"2"
"1132";"10"
"1133";"15"
"1134";"11"
"1135";"9"
"1136";"1"
"1137";"5"
"1138";"11"
"1139";"5"
"1140";"11"
"1141";"20"
"1142";"8"
"1143";"19"
"1144";"9"
"1145";"0"
"1146";"17"
"1147";"1"
"1148";"10"
"1149";"12"
"1150";"11"
"1151";"7"
"1152";"14"
"1153";"6"
"1154";"4"
"1155";"4"
"1156";"11"
"1157";"10"
"1158";"7"
"1159";"20"
"1160";"18"
"1161";"3"
"1162";"20"
"1163";"14"
"1164";"2"
"1165";"6"
"1166";"15"
"1167";"13"
"1168";"8"
"1169";"3"
"1170";"14"
"1171";"2"
"1172";"13"
"1173";"7"
"1174";"18"
"1175";"19"
"1176";"2"
"1177";"19"
"1178";"16"
"1179";"5"
"1180";"9"
"1181";"15"
"1182";"6"
"1183";"5"
"1184";"20"
"1185";"6"
"1186";"19"
"1187";"2"
"1188";"2"
"1189";"11"
"1190";"12"
"1191";"7"
"1192";"7"
"1193";"10"
"1194";"14"
"1195";"7"
"1196";"16"
"1197";"5"
"1198";"19"
"1199";"16"
"1200";"2"
"1201";"7"
"1202";"10"
"1203";"17"
"1204";"5"
"1205";"18"
"1206";"0"
"1207";"16"
"1208";"9"
"1209";"7"
"1210";"19"
"1211";"2"
"1212";"2"
"1213";"13"
"1214";"18"
"1215";"9"
"1216";"15"
"1217";"7"
"1218";"4"
"1219";"17"
"1220";"7"
"1221";"15"
"1222";"8"
"1223";"14"
"1224";"0"
"1225";"0"
"1226";"19"
"1227";"16"
"1228";"7"
"1229";"11"
"1230";"8"
"1231";"12"
"1232";"18"
"1233";"8"
"1234";"4"
"1235";"6"
"1236";"6"
"1237";"15"
"1238";"15"
"1239";"14"
"1240";"19"
"1241";"7"
"1242";"3"
"1243";"17"
"1244";"12"
"1245";"16"
"1246";"4"
"1247";"0"
"1248";"1"
"1249";"20"
"1250";"11"
"1251";"17"
"1252";"13"
"1253";"13"
"1254";"0"
"1255";"18"
"1256";"20"
"1257";"7"
"1258";"13"
"1259";"2"
"1260";"7"
"1261";"12"
"1262";"10"
"1263";"3"
"1264";"9"
"1265";"0"
"1266";"6"
"1267";"0"
"1268";"20"
"1269";"0"
"1270";"20"
"1271";"16"
"1272";"1"
"1273";"20"
"1274";"1"
"1275";"14"
"1276";"16"
"1277";"7"
"1278";"10"
"1279";"6"
"1280";"1"
"1281";"6"
"1282";"17"
"1283";"15"
"1284";"0"
"1285";"1"
"1286";"16"
"1287";"12"
"1288";"7"
"1289";"10"
"1290";"12"
"1291";"10"
"1292";"0"
"1293";"16"
"1294";"17"
"1295";"19"
"1296";"14"
"1297";"14"
"1298";"8"
"1299";"7"
"1300";"15"
"1301";"5"
"1302";"17"
"1303";"18"
"1304";"11"
"1305";"16"
"1306";"19"
"1307";"3"
"1308";"18"
"1309";"3"
"1310";"10"
"1311";"7"
"1312";"20"
"1313";"7"
"1314";"17"
"1315";"14"
"1316";"8"
"1317";"0"
"1318";"2"
"1319";"7"
"1320";"5"
"1321";"12"
"1322";"17"
"1323";"20"
"1324";"12"
"1325";"2"
"1326";"12"
"1327";"12"
"1328";"2"
"1329";"15"
"1330";"18"
"1331";"12"
"1332";"6"
"1333";"2"
"1334";"11"
"1335";"9"
"1336";"20"
"1337";"1"
"1338";"11"
"1339";"14"
"1340";"3"
"1341";"13"
"1342";"11"
"1343";"10"
"1344";"5"
"1345";"8"
"1346";"5"
"1347";"18"
"1348";"2"
"1349";"12"
"1350";"17"
"1351";"13"
"1352";"5"
"1353";"20"
"1354";"10"
"1355";"19"
"1356";"14"
"1357";"9"
"1358";"2"
"1359";"10"
"1360";"10"
"1361";"3"
"1362";"7"
"1363";"13"
"1364";"0"
"1365";"17"
"1366";"5"
"1367";"10"
"1368";"14"
"1369";"2"
"1370";"17"
"1371";"9"
"1372";"6"
"1373";"10"
"1374";"15"
"1375";"5"
"1376";"8"
"1377";"12"
"1378";"0"
"1379";"7"
"1380";"19"
"1381";"0"
"1382";"10"
"1383";"6"
"1384";"12"
"1385";"18"
"1386";"5"
"1387";"10"
"1388";"13"
"1389";"6"
"1390";"16"
"1391";"15"
"1392";"14"
"1393";"13"
"1394";"8"
"1395";"6"
"1396";"10"
"1397";"17"
"1398";"13"
"1399";"19"
"1400";"15"
"1401";"6"
"1402";"12"
"1403";"9"
"1404";"19"
"1405";"7"
"1406";"17"
"1407";"1"
"1408";"13"
"1409";"6"
"1410";"14"
"1411";"20"
"1412";"15"
"1413";"8"
"1414";"8"
"1415";"13"
"1416";"12"
"1417";"2"
"1418";"3"
"1419";"9"
"1420";"3"
"1421";"16"
"1422";"3"
"1423";"19"
"1424";"5"
"1425";"5"
"1426";"11"
"1427";"20"
"1428";"7"
"1429";"6"
"1430";"2"
"1431";"17"
"1432";"19"
"1433";"9"
"1434";"7"
"1435";"12"
"1436";"0"
"1437";"13"
"1438";"1"
"1439";"7"
"1440";"5"
"1441";"8"
"1442";"20"
"1443";"12"
"1444";"14"
"1445";"6"
"1446";"8"
"1447";"8"
"1448";"16"
"1449";"11"
"1450";"0"
"1451";"17"
"1452";"12"
"1453";"13"
"1454";"14"
"1455";"11"
"1456";"2"
"1457";"1"
"1458";"6"
"1459";"14"
"1460";"11"
"1461";"13"
"1462";"15"
"1463";"19"
"1464";"6"
"1465";"4"
"1466";"17"
"1467";"12"
"1468";"1"
"1469";"18"
"1470";"4"
"1471";"9"
"1472";"4"
"1473";"4"
"1474";"1"
"1475";"19"
"1476";"16"
"1477";"15"
"1478";"5"
"1479";"10"
"1480";"1"
"1481";"7"
"1482";"8"
"1483";"11"
"1484";"2"
"1485";"15"
"1486";"7"
"1487";"19"
"1488";"16"
"1489";"10"
"1490";"13"
"1491";"17"
"1492";"7"
"1493";"11"
"1494";"8"
"1495";"20"
"1496";"8"
"1497";"14"
"1498";"5"
"1499";"4"
"1500";"3"
"1501";"9"
"1502";"17"
"1503";"18"
"1504";"11"
"1505";"11"
"1506";"0"
"1507";"18"
"1508";"6"
"1509";"16"
"1510";"8"
"1511";"12"
"1512";"11"
"1513";"0"
"1514";"19"
"1515";"19"
"1516";"2"
"1517";"0"
"1518";"2"
"1519";"12"
"1520";"12"
"1521";"7"
"1522";"5"
"1523";"15"
"1524";"4"
"1525";"0"
"1526";"8"
"1527";"6"
"1528";"8"
"1529";"3"
"1530";"10"
"1531";"14"
"1532";"19"
"1533";"17"
"1534";"5"
"1535";"11"
"1536";"18"
"1537";"5"
"1538";"14"
"1539";"0"
"1540";"11"
"1541";"16"
"1542";"8"
"1543";"3"
"1544";"18"
"1545";"7"
"1546";"15"
"1547";"8"
"1548";"2"
"1549";"6"
"1550";"5"
"1551";"7"
"1552";"8"
"1553";"20"
"1554";"10"
"1555";"11"
"1556";"0"
"1557";"15"
"1558";"15"
"1559";"4"
"1560";"3"
"1561";"7"
"1562";"18"
"1563";"8"
"1564";"18"
"1565";"7"
"1566";"6"
"1567";"2"
"1568";"0"
"1569";"15"
"1570";"17"
"1571";"13"
"1572";"16"
"1573";"12"
"1574";"0"
"1575";"5"
"1576";"7"
"1577";"2"
"1578";"9"
"1579";"15"
"1580";"14"
"1581";"16"
"1582";"12"
"1583";"2"
"1584";"2"
"1585";"7"
"1586";"8"
"1587";"9"
"1588";"12"
"1589";"5"
"1590";"10"
"1591";"3"
"1592";"15"
"1593";"1"
"1594";"14"
"1595";"12"
"1596";"16"
"1597";"10"
"1598";"7"
"1599";"6"
"1600";"16"
"1601";"7"
"1602";"18"
"1603";"14"
"1604";"5"
"1605";"10"
"1606";"8"
"1607";"13"
"1608";"17"
"1609";"18"
"1610";"11"
"1611";"18"
"1612";"15"
"1613";"20"
"1614";"1"
"1615";"18"
"1616";"20"
"1617";"13"
"1618";"1"
"1619";"14"
"1620";"11"
"1621";"20"
"1622";"18"
"1623";"18"
"1624";"16"
"1625";"4"
"1626";"20"
"1627";"15"
"1628";"0"
"1629";"0"
"1630";"2"
"1631";"5"
"1632";"9"
"1633";"12"
"1634";"18"
"1635";"8"
"1636";"5"
"1637";"4"
"1638";"18"
"1639";"3"
"1640";"4"
"1641";"12"
"1642";"5"
"1643";"18"
"1644";"11"
"1645";"5"
"1646";"15"
"1647";"16"
"1648";"20"
"1649";"12"
"1650";"10"
"1651";"19"
"1652";"13"
"1653";"9"
"1654";"15"
"1655";"14"
"1656";"18"
"1657";"11"
"1658";"1"
"1659";"3"
"1660";"18"
"1661";"20"
"1662";"5"
"1663";"13"
"1664";"16"
"1665";"10"
"1666";"12"
"1667";"7"
"1668";"14"
"1669";"10"
"1670";"1"
"1671";"13"
"1672";"1"
"1673";"18"
"1674";"15"
"1675";"5"
"1676";"14"
"1677";"13"
"1678";"14"
"1679";"5"
"1680";"4"
"1681";"3"
"1682";"17"
"1683";"19"
"1684";"8"
"1685";"4"
"1686";"8"
"1687";"9"
"1688";"9"
"1689";"17"
"1690";"4"
"1691";"2"
"1692";"5"
"1693";"9"
"1694";"7"
"1695";"6"
"1696";"18"
"1697";"19"
"1698";"1"
"1699";"8"
"1700";"14"
"1701";"16"
"1702";"5"
"1703";"18"
"1704";"10"
"1705";"2"
"1706";"2"
"1707";"5"
"1708";"9"
"1709";"1"
"1710";"18"
"1711";"5"
"1712";"7"
"1713";"1"
"1714";"19"
"1715";"8"
"1716";"7"
"1717";"16"
"1718";"8"
"1719";"2"
"1720";"16"
"1721";"19"
"1722";"12"
"1723";"18"
"1724";"1"
"1725";"16"
"1726";"13"
"1727";"6"
"1728";"6"
"1729";"16"
"1730";"9"
"1731";"16"
"1732";"4"
"1733";"20"
"1734";"16"
"1735";"10"
"1736";"3"
"1737";"20"
"1738";"9"
"1739";"19"
"1740";"8"
"1741";"13"
"1742";"19"
"1743";"7"
"1744";"17"
"1745";"7"
"1746";"14"
"1747";"4"
"1748";"12"
"1749";"14"
"1750";"17"
"1751";"19"
"1752";"3"
"1753";"20"
"1754";"17"
"1755";"11"
"1756";"8"
"1757";"9"
"1758";"19"
"1759";"16"
"1760";"9"
"1761";"6"
"1762";"4"
"1763";"2"
"1764";"1"
"1765";"7"
"1766";"0"
"1767";"4"
"1768";"6"
"1769";"4"
"1770";"19"
"1771";"9"
"1772";"2"
"1773";"17"
"1774";"7"
"1775";"9"
"1776";"11"
"1777";"13"
"1778";"9"
"1779";"12"
"1780";"7"
"1781";"4"
"1782";"11"
"1783";"14"
"1784";"20"
"1785";"18"
"1786";"14"
"1787";"1"
"1788";"19"
"1789";"7"
"1790";"14"
"1791";"19"
"1792";"4"
"1793";"15"
"1794";"19"
"1795";"20"
"1796";"18"
"1797";"4"
"1798";"3"
"1799";"13"
"1800";"17"
"1801";"8"
"1802";"11"
"1803";"4"
"1804";"5"
"1805";"5"
"1806";"11"
"1807";"3"
"1808";"3"
"1809";"14"
"1810";"19"
"1811";"12"
"1812";"7"
"1813";"10"
"1814";"6"
"1815";"15"
"1816";"19"
"1817";"2"
"1818";"10"
"1819";"1"
"1820";"13"
"1821";"19"
"1822";"5"
"1823";"15"
"1824";"4"
"1825";"1"
"1826";"1"
"1827";"10"
"1828";"7"
"1829";"7"
"1830";"17"
"1831";"15"
"1832";"19"
"1833";"12"
"1834";"5"
"1835";"5"
"1836";"3"
"1837";"0"
"1838";"18"
"1839";"13"
"1840";"15"
"1841";"9"
"1842";"6"
"1843";"17"
"1844";"14"
"1845";"20"
"1846";"0"
"1847";"16"
"1848";"7"
"1849";"4"
"1850";"16"
"1851";"14"
"1852";"11"
"1853";"11"
"1854";"15"
"1855";"10"
"1856";"20"
"1857";"6"
"1858";"1"
"1859";"19"
"1860";"8"
"1861";"17"
"1862";"8"
"1863";"9"
"1864";"18"
"1865";"17"
"1866";"12"
"1867";"18"
"1868";"15"
"1869";"4"
"1870";"17"
"1871";"18"
"1872";"19"
