"id_user";"id_work"
"354";"6552"
"355";"8736"
"356";"4550"
"357";"4364"
"358";"1933"
"359";"2173"
"360";"3410"
"361";"3525"
"362";"9615"
"363";"9295"
"364";"484"
"365";"8447"
"366";"3157"
"367";"6232"
"368";"5072"
"369";"166"
"370";"5593"
"371";"8704"
"372";"8196"
"373";"9518"
"374";"2264"
"375";"3916"
"376";"8927"
"377";"8832"
"378";"3296"
"379";"4471"
"380";"9454"
"381";"1498"
"382";"4771"
"383";"7972"
"384";"1481"
"385";"2129"
"386";"4830"
"387";"3665"
"388";"131"
"389";"4794"
"390";"2007"
"391";"9549"
"392";"6311"
"393";"4755"
"394";"1756"
"395";"5560"
"396";"5682"
"397";"5359"
"398";"4341"
"399";"2425"
"400";"4651"
"401";"2736"
"402";"3808"
"403";"5611"
"404";"1673"
"405";"7883"
"406";"7730"
"407";"1798"
"408";"5951"
"409";"1069"
"410";"7403"
"411";"5197"
"412";"7879"
"413";"8395"
"414";"3653"
"415";"4522"
"416";"9689"
"417";"1525"
"418";"59"
"419";"8804"
"420";"1952"
"421";"5109"
"422";"6678"
"423";"9177"
"424";"430"
"425";"2299"
"426";"4111"
"427";"5306"
"428";"5770"
"429";"8274"
"430";"4280"
"431";"4231"
"432";"6115"
"433";"4820"
"434";"5676"
"435";"4619"
"436";"6991"
"437";"2244"
"438";"9696"
"439";"1729"
"440";"4232"
"441";"1146"
"442";"1284"
"443";"1108"
"444";"8769"
"445";"1457"
"446";"9712"
"447";"7674"
"448";"7008"
"449";"7789"
"450";"848"
"451";"6795"
"452";"1472"
"453";"4054"
"454";"4878"
"455";"7309"
"456";"5452"
"457";"978"
"458";"4620"
"459";"6584"
"460";"2292"
"461";"375"
"462";"1267"
"463";"9110"
"464";"5095"
"465";"4588"
"466";"1670"
"467";"8166"
"468";"2891"
"469";"6458"
"470";"5107"
"471";"824"
"472";"3231"
"473";"1736"
"474";"1921"
"475";"7852"
"476";"4509"
"477";"3544"
"478";"3750"
"479";"729"
"480";"3877"
"481";"4306"
"482";"7244"
"483";"1386"
"484";"232"
"485";"7377"
"486";"6328"
"487";"4666"
"488";"1506"
"489";"2994"
"490";"4203"
"491";"6544"
"492";"3968"
"493";"2433"
"494";"8339"
"495";"4008"
"496";"1722"
"497";"8975"
"498";"1642"
"499";"8724"
"500";"4272"
"501";"2613"
"502";"3433"
"503";"9325"
"504";"3057"
"505";"8997"
"506";"5943"
"507";"4445"
"508";"9507"
"509";"7267"
"510";"4433"
"511";"1811"
"512";"2360"
"513";"980"
"514";"6344"
"515";"8758"
"516";"5187"
"517";"5753"
"518";"1413"
"519";"8262"
"520";"7032"
"521";"2496"
"522";"5826"
"523";"1609"
"524";"1105"
"525";"2035"
"526";"5825"
"527";"5384"
"528";"8168"
"529";"5867"
"530";"1123"
"531";"8408"
"532";"109"
"533";"7106"
"534";"4022"
"535";"2577"
"536";"2215"
"537";"1926"
"538";"1656"
"539";"3118"
"540";"1319"
"541";"6934"
"542";"9266"
"543";"3813"
"544";"456"
"545";"8034"
"546";"2465"
"547";"1601"
"548";"8170"
"549";"4620"
"550";"757"
"551";"8760"
"552";"691"
"553";"5443"
"554";"7780"
"555";"2956"
"556";"5477"
"557";"6385"
"558";"6685"
"559";"4509"
"560";"1009"
"561";"953"
"562";"6255"
"563";"1687"
"564";"9307"
"565";"4573"
"566";"5292"
"567";"9965"
"568";"7352"
"569";"6603"
"570";"9316"
"571";"3748"
"572";"1946"
"573";"9572"
"574";"3074"
"575";"823"
"576";"4712"
"577";"6020"
"578";"4583"
"579";"568"
"580";"8826"
"581";"8534"
"582";"5904"
"583";"9558"
"584";"2036"
"585";"1035"
"586";"3343"
"587";"8927"
"588";"6071"
"589";"728"
"590";"9982"
"591";"9983"
"592";"547"
"593";"1461"
"594";"3788"
"595";"2878"
"596";"9107"
"597";"685"
"598";"390"
"599";"550"
"600";"4693"
"601";"8260"
"602";"5861"
"603";"6095"
"604";"4283"
"605";"9317"
"606";"7572"
"607";"2515"
"608";"1468"
"609";"7908"
"610";"9084"
"611";"3383"
"612";"8490"
"613";"5862"
"614";"4560"
"615";"6177"
"616";"6683"
"617";"7964"
"618";"9549"
"619";"1265"
"620";"379"
"621";"6506"
"622";"6325"
"623";"5566"
"624";"3237"
"625";"272"
"626";"1651"
"627";"5595"
"628";"5426"
"629";"5016"
"630";"795"
"631";"868"
"632";"1489"
"633";"5390"
"634";"1296"
"635";"691"
"636";"5413"
"637";"7888"
"638";"5851"
"639";"105"
"640";"1283"
"641";"4122"
"642";"3661"
"643";"1362"
"644";"1113"
"645";"4013"
"646";"5769"
"647";"2904"
"648";"8444"
"649";"2616"
"650";"2987"
"651";"6001"
"652";"9934"
"653";"6409"
"654";"7124"
"655";"3547"
"656";"7925"
"657";"5892"
"658";"8079"
"659";"1229"
"660";"6917"
"661";"124"
"662";"4022"
"663";"8174"
"664";"6465"
"665";"1525"
"666";"4992"
"667";"875"
"668";"2349"
"669";"9670"
"670";"7216"
"671";"4313"
"672";"6408"
"673";"1055"
"674";"2082"
"675";"6276"
"676";"6406"
"677";"5018"
"678";"7875"
"679";"6552"
"680";"1783"
"681";"3981"
"682";"3943"
"683";"3471"
"684";"3788"
"685";"2946"
"686";"8372"
"687";"5928"
"688";"7901"
"689";"2180"
"690";"1865"
"691";"6277"
"692";"8088"
"693";"6263"
"694";"692"
"695";"3839"
"696";"7518"
"697";"8615"
"698";"4493"
"699";"974"
"700";"9564"
"701";"772"
"702";"3674"
"703";"9348"
"704";"8801"
"705";"4207"
"706";"8117"
"707";"5544"
"708";"9268"
"709";"9268"
"710";"2767"
"711";"312"
"712";"1278"
"713";"8427"
"714";"8837"
"715";"7292"
"716";"7482"
"717";"4544"
"718";"9146"
"719";"2026"
"720";"6741"
"721";"1636"
"722";"1689"
"723";"1897"
"724";"2203"
"725";"2425"
"726";"4724"
"727";"1255"
"728";"2430"
"729";"2096"
"730";"585"
"731";"1271"
"732";"3134"
"733";"6999"
"734";"7916"
"735";"815"
"736";"9344"
"737";"2103"
"738";"4617"
"739";"2824"
"740";"9645"
"741";"4869"
"742";"3780"
"743";"5068"
"744";"8558"
"745";"7852"
"746";"1669"
"747";"5863"
"748";"6110"
"749";"4974"
"750";"8874"
"751";"8709"
"752";"3371"
"753";"9038"
"754";"2017"
"755";"9557"
"756";"8156"
"757";"7251"
"758";"4329"
"759";"6534"
"760";"3380"
"761";"1229"
"762";"4090"
"763";"5646"
"764";"9527"
"765";"6661"
"766";"4244"
"767";"9571"
"768";"9818"
"769";"1576"
"770";"1809"
"771";"5381"
"772";"7123"
"773";"7486"
"774";"5759"
"775";"1326"
"776";"1017"
"777";"9050"
"778";"7960"
"779";"8965"
"780";"5007"
"781";"7382"
"782";"1003"
"783";"2918"
"784";"3057"
"785";"8158"
"786";"4299"
"787";"9388"
"788";"9350"
"789";"4905"
"790";"1085"
"791";"8695"
"792";"3638"
"793";"7426"
"794";"2494"
"795";"4865"
"796";"3041"
"797";"5650"
"798";"6926"
"799";"7674"
"800";"475"
"801";"6855"
"802";"2869"
"803";"9579"
"804";"5875"
"805";"5513"
"806";"9615"
"807";"7279"
"808";"7217"
"809";"2688"
"810";"7996"
"811";"2580"
"812";"7542"
"813";"7340"
"814";"3435"
"815";"1435"
"816";"3049"
"817";"5928"
"818";"189"
"819";"1801"
"820";"4275"
"821";"8378"
"822";"5813"
"823";"7386"
"824";"4725"
"825";"3151"
"826";"1285"
"827";"258"
"828";"6540"
"829";"9026"
"830";"1396"
"831";"425"
"832";"8321"
"833";"7970"
"834";"9192"
"835";"9030"
"836";"3936"
"837";"4824"
"838";"2144"
"839";"6287"
"840";"4571"
"841";"5319"
"842";"2552"
"843";"8968"
"844";"712"
"845";"6485"
"846";"5472"
"847";"8791"
"848";"8444"
"849";"5275"
"850";"5774"
"851";"4116"
"852";"2410"
"853";"6532"
"854";"6775"
"855";"5588"
"856";"7987"
"857";"2608"
"858";"2427"
"859";"2930"
"860";"116"
"861";"6724"
"862";"7717"
"863";"3275"
"864";"4575"
"865";"8858"
"866";"2982"
"867";"2861"
"868";"9034"
"869";"8546"
"870";"888"
"871";"4536"
"872";"2911"
"873";"7393"
"874";"8639"
"875";"1905"
"876";"7854"
"877";"4919"
"878";"3497"
"879";"4014"
"880";"9053"
"881";"5866"
"882";"274"
"883";"5655"
"884";"3609"
"885";"7672"
"886";"3352"
"887";"7690"
"888";"7892"
"889";"6634"
"890";"8297"
"891";"4630"
"892";"4514"
"893";"4702"
"894";"9847"
"895";"961"
"896";"4190"
"897";"5259"
"898";"950"
"899";"8435"
"900";"3021"
"901";"4924"
"902";"6496"
"903";"2390"
"904";"1730"
"905";"7830"
"906";"1919"
"907";"4959"
"908";"8179"
"909";"3269"
"910";"9003"
"911";"5474"
"912";"5437"
"913";"1006"
"914";"6991"
"915";"1653"
"916";"2164"
"917";"4482"
"918";"5364"
"919";"1579"
"920";"5540"
"921";"8062"
"922";"5670"
"923";"8214"
"924";"5705"
"925";"8979"
"926";"5489"
"927";"3573"
"928";"7083"
"929";"4774"
"930";"5731"
"931";"9677"
"932";"7616"
"933";"5587"
"934";"8224"
"935";"967"
"936";"2278"
"937";"7663"
"938";"2394"
"939";"8422"
"940";"2749"
"941";"9662"
"942";"9115"
"943";"5268"
"944";"8649"
"945";"8006"
"946";"7866"
"947";"1703"
"948";"5773"
"949";"3671"
"950";"390"
"951";"6199"
"952";"6691"
"953";"5644"
"954";"1773"
"955";"4658"
"956";"1694"
"957";"390"
"958";"632"
"959";"9581"
"960";"9270"
"961";"5899"
"962";"5407"
"963";"2210"
"964";"9907"
"965";"5678"
"966";"3448"
"967";"8727"
"968";"5625"
"969";"1855"
"970";"7687"
"971";"9431"
"972";"9381"
"973";"6242"
"974";"9510"
"975";"7219"
"976";"14"
"977";"3137"
"978";"6208"
"979";"8222"
"980";"5297"
"981";"7542"
"982";"1968"
"983";"3289"
"984";"5751"
"985";"5168"
"986";"6267"
"987";"2405"
"988";"5816"
"989";"5527"
"990";"5300"
"991";"3155"
"992";"7519"
"993";"745"
"994";"388"
"995";"9721"
"996";"5384"
"997";"8763"
"998";"997"
"999";"7872"
"1000";"9359"
"1001";"9660"
"1002";"8028"
"1003";"898"
"1004";"351"
"1005";"4808"
"1006";"7537"
"1007";"7553"
"1008";"7440"
"1009";"1369"
"1010";"2671"
"1011";"402"
"1012";"3894"
"1013";"3895"
"1014";"8017"
"1015";"3773"
"1016";"6758"
"1017";"2067"
"1018";"8827"
"1019";"7359"
"1020";"3794"
"1021";"3480"
"1022";"8806"
"1023";"1686"
"1024";"8575"
"1025";"9162"
"1026";"9136"
"1027";"9523"
"1028";"6071"
"1029";"2208"
"1030";"1637"
"1031";"7422"
"1032";"3733"
"1033";"3113"
"1034";"1519"
"1035";"3335"
"1036";"646"
"1037";"9619"
"1038";"9515"
"1039";"3029"
"1040";"1210"
"1041";"1817"
"1042";"6114"
"1043";"6503"
"1044";"1025"
"1045";"4721"
"1046";"2341"
"1047";"7451"
"1048";"3285"
"1049";"829"
"1050";"9862"
"1051";"532"
"1052";"4222"
"1053";"7988"
"1054";"9941"
"1055";"376"
"1056";"305"
"1057";"6617"
"1058";"5256"
"1059";"5781"
"1060";"6830"
"1061";"4137"
"1062";"8243"
"1063";"8551"
"1064";"5784"
"1065";"6549"
"1066";"971"
"1067";"8020"
"1068";"3953"
"1069";"4081"
"1070";"9836"
"1071";"4706"
"1072";"9768"
"1073";"1271"
"1074";"4886"
"1075";"6965"
"1076";"3723"
"1077";"4308"
"1078";"3514"
"1079";"4307"
"1080";"5095"
"1081";"3468"
"1082";"7782"
"1083";"5150"
"1084";"4972"
"1085";"4453"
"1086";"4402"
"1087";"1279"
"1088";"2000"
"1089";"9861"
"1090";"8633"
"1091";"7690"
"1092";"6785"
"1093";"5249"
"1094";"2676"
"1095";"4948"
"1096";"7598"
"1097";"5895"
"1098";"9213"
"1099";"303"
"1100";"193"
"1101";"581"
"1102";"3284"
"1103";"7185"
"1104";"9565"
"1105";"5774"
"1106";"1101"
"1107";"2259"
"1108";"284"
"1109";"5709"
"1110";"2009"
"1111";"8250"
"1112";"1656"
"1113";"4952"
"1114";"2532"
"1115";"7168"
"1116";"7318"
"1117";"3696"
"1118";"4600"
"1119";"8228"
"1120";"399"
"1121";"6633"
"1122";"5269"
"1123";"7784"
"1124";"9462"
"1125";"5688"
"1126";"3163"
"1127";"109"
"1128";"1935"
"1129";"423"
"1130";"2774"
"1131";"5704"
"1132";"7291"
"1133";"5660"
"1134";"4631"
"1135";"2059"
"1136";"2877"
"1137";"4786"
"1138";"6606"
"1139";"8431"
"1140";"2696"
"1141";"4371"
"1142";"1280"
"1143";"1419"
"1144";"7749"
"1145";"2097"
"1146";"1331"
"1147";"1570"
"1148";"7791"
"1149";"9440"
"1150";"1404"
"1151";"8080"
"1152";"9237"
"1153";"5488"
"1154";"6372"
"1155";"2126"
"1156";"6038"
"1157";"6623"
"1158";"77"
"1159";"8811"
"1160";"7056"
"1161";"5664"
"1162";"2839"
"1163";"2999"
"1164";"6044"
"1165";"7254"
"1166";"1722"
"1167";"1646"
"1168";"1823"
"1169";"559"
"1170";"9063"
"1171";"9343"
"1172";"5890"
"1173";"710"
"1174";"5434"
"1175";"7894"
"1176";"4621"
"1177";"5898"
"1178";"5207"
"1179";"6987"
"1180";"2255"
"1181";"995"
"1182";"6141"
"1183";"5141"
"1184";"2326"
"1185";"5796"
"1186";"3883"
"1187";"277"
"1188";"2816"
"1189";"5936"
"1190";"3753"
"1191";"8401"
"1192";"3406"
"1193";"3902"
"1194";"9585"
"1195";"9708"
"1196";"811"
"1197";"6626"
"1198";"4460"
"1199";"7631"
"1200";"1043"
"1201";"8278"
"1202";"4355"
"1203";"6196"
"1204";"987"
"1205";"5874"
"1206";"9196"
"1207";"6552"
"1208";"7730"
"1209";"8142"
"1210";"1873"
"1211";"6905"
"1212";"8986"
"1213";"9708"
"1214";"2422"
"1215";"5998"
"1216";"6270"
"1217";"4366"
"1218";"7348"
"1219";"446"
"1220";"9560"
"1221";"6038"
"1222";"7799"
"1223";"3351"
"1224";"7130"
"1225";"3497"
"1226";"184"
"1227";"2258"
"1228";"8381"
"1229";"8526"
"1230";"6514"
"1231";"3199"
"1232";"8611"
"1233";"5954"
"1234";"5158"
"1235";"1503"
"1236";"6301"
"1237";"913"
"1238";"5772"
"1239";"6295"
"1240";"6724"
"1241";"3867"
"1242";"7158"
"1243";"3937"
"1244";"6828"
"1245";"4787"
"1246";"9115"
"1247";"3926"
"1248";"2260"
"1249";"8088"
"1250";"1828"
"1251";"5059"
"1252";"9891"
"1253";"8230"
"1254";"9645"
"1255";"4942"
"1256";"1100"
"1257";"9574"
"1258";"5357"
"1259";"8393"
"1260";"5563"
"1261";"259"
"1262";"3656"
"1263";"6761"
"1264";"5323"
"1265";"9184"
"1266";"8091"
"1267";"2591"
"1268";"7805"
"1269";"7759"
"1270";"2808"
"1271";"708"
"1272";"2867"
"1273";"3608"
"1274";"7179"
"1275";"2220"
"1276";"52"
"1277";"9600"
"1278";"8060"
"1279";"4641"
"1280";"9181"
"1281";"3196"
"1282";"2511"
"1283";"3001"
"1284";"440"
"1285";"6011"
"1286";"2694"
"1287";"3686"
"1288";"6416"
"1289";"4081"
"1290";"1955"
"1291";"2805"
"1292";"6356"
"1293";"2321"
"1294";"9111"
"1295";"4953"
"1296";"530"
"1297";"2960"
"1298";"5685"
"1299";"7387"
"1300";"1371"
"1301";"5711"
"1302";"1748"
"1303";"8243"
"1304";"9723"
"1305";"9074"
"1306";"4101"
"1307";"4060"
"1308";"5685"
"1309";"9281"
"1310";"6350"
"1311";"4896"
"1312";"5348"
"1313";"648"
"1314";"5910"
"1315";"4016"
"1316";"4544"
"1317";"7980"
"1318";"3934"
"1319";"803"
"1320";"5528"
"1321";"3404"
"1322";"9229"
"1323";"8075"
"1324";"3815"
"1325";"856"
"1326";"61"
"1327";"4088"
"1328";"3240"
"1329";"4230"
"1330";"3717"
"1331";"3533"
"1332";"6972"
"1333";"7872"
"1334";"3844"
"1335";"8950"
"1336";"6612"
"1337";"3680"
"1338";"1772"
"1339";"1434"
"1340";"5119"
"1341";"3934"
"1342";"1189"
"1343";"9354"
"1344";"8428"
"1345";"8265"
"1346";"8252"
"1347";"6544"
"1348";"2403"
"1349";"3459"
"1350";"9664"
"1351";"1741"
"1352";"6989"
"1353";"2112"
"1354";"7053"
"1355";"1629"
"1356";"63"
"1357";"9569"
"1358";"7577"
"1359";"5599"
"1360";"6882"
"1361";"5597"
"1362";"8600"
"1363";"2323"
"1364";"9708"
"1365";"7461"
"1366";"8725"
"1367";"8711"
"1368";"71"
"1369";"8159"
"1370";"3219"
"1371";"7553"
"1372";"3967"
"1373";"4965"
"1374";"6578"
"1375";"9798"
"1376";"9561"
"1377";"4137"
"1378";"8263"
"1379";"8605"
"1380";"9471"
"1381";"7909"
"1382";"4902"
"1383";"9001"
"1384";"217"
"1385";"7690"
"1386";"4993"
"1387";"8815"
"1388";"8059"
"1389";"512"
"1390";"1951"
"1391";"7448"
"1392";"2219"
"1393";"5278"
"1394";"6581"
"1395";"5227"
"1396";"4701"
"1397";"7117"
"1398";"8551"
"1399";"9410"
"1400";"5486"
"1401";"7333"
"1402";"3845"
"1403";"1166"
"1404";"7763"
"1405";"14"
"1406";"1080"
"1407";"1222"
"1408";"3678"
"1409";"3625"
"1410";"8117"
"1411";"4749"
"1412";"9860"
"1413";"1326"
"1414";"6187"
"1415";"7906"
"1416";"8875"
"1417";"3056"
"1418";"3565"
"1419";"7184"
"1420";"3635"
"1421";"9970"
"1422";"4811"
"1423";"3770"
"1424";"9353"
"1425";"9413"
"1426";"8387"
"1427";"5813"
"1428";"205"
"1429";"5472"
"1430";"5423"
"1431";"3183"
"1432";"9872"
"1433";"5447"
"1434";"845"
"1435";"1452"
"1436";"467"
"1437";"185"
"1438";"1141"
"1439";"5838"
"1440";"9185"
"1441";"4487"
"1442";"8586"
"1443";"1437"
"1444";"8933"
"1445";"3278"
"1446";"5224"
"1447";"11"
"1448";"6275"
"1449";"9431"
"1450";"6167"
"1451";"1519"
"1452";"5351"
"1453";"7658"
"1454";"3997"
"1455";"6248"
"1456";"219"
"1457";"3156"
"1458";"4378"
"1459";"5687"
"1460";"8361"
"1461";"7249"
"1462";"0"
"1463";"3877"
"1464";"1367"
"1465";"9673"
"1466";"8172"
"1467";"2739"
"1468";"9957"
"1469";"4343"
"1470";"1120"
"1471";"9330"
"1472";"5336"
"1473";"8553"
"1474";"627"
"1475";"8549"
"1476";"8964"
"1477";"3986"
"1478";"8029"
"1479";"1228"
"1480";"8715"
"1481";"2720"
"1482";"7552"
"1483";"2599"
"1484";"5455"
"1485";"1451"
"1486";"8464"
"1487";"5037"
"1488";"7826"
"1489";"665"
"1490";"157"
"1491";"8830"
"1492";"6272"
"1493";"9772"
"1494";"3726"
"1495";"8677"
"1496";"7199"
"1497";"9556"
"1498";"9286"
"1499";"4835"
"1500";"8203"
"1501";"2924"
"1502";"9867"
"1503";"2946"
"1504";"8846"
"1505";"9907"
"1506";"9320"
"1507";"7222"
"1508";"976"
"1509";"9727"
"1510";"9587"
"1511";"9730"
"1512";"9773"
"1513";"1200"
"1514";"7415"
"1515";"8590"
"1516";"8853"
"1517";"1221"
"1518";"5722"
"1519";"1586"
"1520";"5156"
"1521";"1917"
"1522";"4756"
"1523";"1105"
"1524";"9111"
"1525";"9346"
"1526";"5830"
"1527";"5456"
"1528";"7748"
"1529";"4008"
"1530";"1893"
"1531";"7576"
"1532";"155"
"1533";"8718"
"1534";"1971"
"1535";"6529"
"1536";"5794"
"1537";"4380"
"1538";"1031"
"1539";"6395"
"1540";"9346"
"1541";"4990"
"1542";"4597"
"1543";"5928"
"1544";"7990"
"1545";"7669"
"1546";"7430"
"1547";"288"
"1548";"4762"
"1549";"1002"
"1550";"4289"
"1551";"6872"
"1552";"6345"
"1553";"6374"
"1554";"8164"
"1555";"2716"
"1556";"1456"
"1557";"7539"
"1558";"1370"
"1559";"6045"
"1560";"86"
"1561";"8789"
"1562";"8731"
"1563";"3052"
"1564";"709"
"1565";"3348"
"1566";"8854"
"1567";"3494"
"1568";"8381"
"1569";"1506"
"1570";"7755"
"1571";"1658"
"1572";"5765"
"1573";"9683"
"1574";"2045"
"1575";"3833"
"1576";"3486"
"1577";"6988"
"1578";"7739"
"1579";"4358"
"1580";"8304"
"1581";"2204"
"1582";"2498"
"1583";"4905"
"1584";"8597"
"1585";"4503"
"1586";"7521"
"1587";"9410"
"1588";"6431"
"1589";"8588"
"1590";"6489"
"1591";"6738"
"1592";"4651"
"1593";"8473"
"1594";"5560"
"1595";"6111"
"1596";"3444"
"1597";"8839"
"1598";"2074"
"1599";"525"
"1600";"6574"
"1601";"7228"
"1602";"1028"
"1603";"209"
"1604";"5719"
"1605";"6356"
"1606";"7197"
"1607";"1654"
"1608";"9804"
"1609";"9631"
"1610";"4677"
"1611";"7124"
"1612";"9059"
"1613";"318"
"1614";"1255"
"1615";"5879"
"1616";"2387"
"1617";"9831"
"1618";"6407"
"1619";"9182"
"1620";"5695"
"1621";"8733"
"1622";"2183"
"1623";"6208"
"1624";"7509"
"1625";"5858"
"1626";"1823"
"1627";"2765"
"1628";"45"
"1629";"9148"
"1630";"2622"
"1631";"1202"
"1632";"3034"
"1633";"7740"
"1634";"4500"
"1635";"9840"
"1636";"3019"
"1637";"2585"
"1638";"5476"
"1639";"6511"
"1640";"9946"
"1641";"2633"
"1642";"5494"
"1643";"5052"
"1644";"7448"
"1645";"7070"
"1646";"2348"
"1647";"6144"
"1648";"7899"
"1649";"2466"
"1650";"6649"
"1651";"9433"
"1652";"5266"
"1653";"4607"
"1654";"8808"
"1655";"5845"
"1656";"244"
"1657";"9171"
"1658";"5599"
"1659";"8876"
"1660";"5419"
"1661";"3957"
"1662";"2332"
"1663";"31"
"1664";"312"
"1665";"4872"
"1666";"2970"
"1667";"8496"
"1668";"3843"
"1669";"7658"
"1670";"6902"
"1671";"8284"
"1672";"4947"
"1673";"1079"
"1674";"8241"
"1675";"2653"
"1676";"1271"
"1677";"8237"
"1678";"3771"
"1679";"4761"
"1680";"4250"
"1681";"4490"
